query	target	v1_jaccard	v15_jaccard	v1_shared	v15_shared
GCF_002441695.1_ASM244169v1_genomic	GCF_016651435.1_ASM1665143v1_genomic	0.0554	0.05533523613534159	76	76
GCF_002441695.1_ASM244169v1_genomic	GCF_016861765.1_ASM1686176v1_genomic	0.1239	0.12392703165487584	76	76
GCF_002441695.1_ASM244169v1_genomic	GCF_016908595.1_ASM1690859v1_genomic	0.0902	0.09000167448490302	77	77
GCF_002441695.1_ASM244169v1_genomic	GCF_017329605.1_ASM1732960v1_genomic	0.0733	0.07331382539015899	78	78
GCF_002441695.1_ASM244169v1_genomic	GCF_017874215.1_ASM1787421v1_genomic	0.0825	0.0824445821155312	76	76
GCF_002441695.1_ASM244169v1_genomic	GCF_018137985.1_ASM1813798v1_genomic	0.2566	0.2569407338282333	78	78
GCF_002441695.1_ASM244169v1_genomic	GCF_018343695.1_ASM1834369v1_genomic	0.1137	0.11338254252065133	77	77
GCF_002441695.1_ASM244169v1_genomic	GCF_018835585.1_ASM1883558v1_genomic	0.0591	0.05903063389611871	76	76
GCF_002441695.1_ASM244169v1_genomic	GCF_019049135.1_ASM1904913v1_genomic	0.1114	0.11146595850342846	76	76
GCF_002441695.1_ASM244169v1_genomic	GCF_019656055.1_ASM1965605v1_genomic	0.1098	0.10997335534238306	78	78
GCF_002441695.1_ASM244169v1_genomic	GCF_020037475.1_ASM2003747v1_genomic	0.1228	0.12258767922091313	68	68
GCF_002441695.1_ASM244169v1_genomic	GCF_020687165.1_ASM2068716v1_genomic	0.0525	0.052596832381935556	76	76
GCF_002441695.1_ASM244169v1_genomic	GCF_021166585.1_ASM2116658v1_genomic	0.1123	0.1121424241488062	78	78
GCF_002441695.1_ASM244169v1_genomic	GCF_022410535.1_ASM2241053v1_genomic	0.0612	0.061358975225251314	76	76
GCF_002441695.1_ASM244169v1_genomic	GCF_022919095.1_ASM2291909v1_genomic	0.0984	0.09847718351742811	78	78
GCF_002441695.1_ASM244169v1_genomic	GCF_023497905.1_ASM2349790v1_genomic	0.0608	0.06074579142322198	76	76
GCF_002441695.1_ASM244169v1_genomic	GCF_024160875.1_ASM2416087v1_genomic	0.1446	0.1446510523829385	78	78
GCF_002441695.1_ASM244169v1_genomic	GCF_024718525.1_ASM2471852v1_genomic	0.1218	0.12168308492347771	77	77
GCF_002441695.1_ASM244169v1_genomic	GCF_025311475.1_ASM2531147v1_genomic	0.1504	0.15037133710371808	77	77
GCF_002441695.1_ASM244169v1_genomic	GCF_025567465.1_ASM2556746v1_genomic	0.0593	0.05932964269942711	75	75
GCF_002441695.1_ASM244169v1_genomic	GCF_026797385.1_ASM2679738v1_genomic	0.0831	0.08331287890468217	78	78
GCF_002441695.1_ASM244169v1_genomic	GCF_028321995.1_ASM2832199v1_genomic	0.0699	0.07020608127322284	74	74
GCF_002441695.1_ASM244169v1_genomic	GCF_029143285.1_ASM2914328v1_genomic	0.1795	0.1795717996270411	76	76
GCF_002441695.1_ASM244169v1_genomic	GCF_030067835.1_ASM3006783v1_genomic	0.0583	0.05840815390386625	76	76
GCF_002441695.1_ASM244169v1_genomic	GCF_030433635.1_ASM3043363v1_genomic	0.0816	0.08146421159063062	78	78
GCF_002441695.1_ASM244169v1_genomic	GCF_030814225.1_ASM3081422v1_genomic	0.0711	0.07117079285837237	74	74
GCF_002441695.1_ASM244169v1_genomic	GCF_033253735.1_ASM3325373v1_genomic	0.106	0.10575954792561457	76	76
GCF_002441695.1_ASM244169v1_genomic	GCF_036670025.1_ASM3667002v1_genomic	0.1142	0.11367416438957607	78	78
GCF_002441695.1_ASM244169v1_genomic	GCF_900086655.1_PRJEB13948_genomic	0.0871	0.08707391472491101	77	77
GCF_002441695.1_ASM244169v1_genomic	GCF_900100785.1_IMG-taxon_2675903225_annotated_assembly_genomic	0.0634	0.06343946801811229	77	77
GCF_002441695.1_ASM244169v1_genomic	GCF_900103835.1_IMG-taxon_2667527408_annotated_assembly_genomic	0.0592	0.059328297955515905	73	73
GCF_002441695.1_ASM244169v1_genomic	GCF_900108045.1_IMG-taxon_2599185232_annotated_assembly_genomic	0.0696	0.06983102264096147	75	75
GCF_002441695.1_ASM244169v1_genomic	GCF_900111985.1_IMG-taxon_2634166358_annotated_assembly_genomic	0.065	0.06492769650746281	75	75
GCF_002441695.1_ASM244169v1_genomic	GCF_900114545.1_IMG-taxon_2597490369_annotated_assembly_genomic	0.0541	0.05410440813567244	77	77
GCF_002441695.1_ASM244169v1_genomic	GCF_900129195.1_IMG-taxon_2582580748_annotated_assembly_genomic	0.0664	0.06642533105007867	77	77
GCF_002441695.1_ASM244169v1_genomic	GCF_900142105.1_IMG-taxon_2585428153_annotated_assembly_genomic	0.0721	0.07213270190863974	72	72
GCF_002441695.1_ASM244169v1_genomic	GCF_900156875.1_PRJEB18969_genomic	0.1163	0.1159332485152473	77	77
GCF_002441695.1_ASM244169v1_genomic	GCF_900176575.1_PRJEB20355_genomic	0.1098	0.10943008367133308	78	78
GCF_002441695.1_ASM244169v1_genomic	GCF_900187075.1_50432_F01_genomic	0.104	0.10406427853783735	78	78
GCF_002441695.1_ASM244169v1_genomic	GCF_900240845.1_PRJEB23097_genomic	0.0631	0.06299726105700185	76	76
GCF_002441695.1_ASM244169v1_genomic	GCF_900458435.1_50279_A02_genomic	0.1015	0.1014161216124516	78	78
GCF_002441695.1_ASM244169v1_genomic	GCF_900475445.1_42727_F01_genomic	0.2697	0.27000999955129584	77	77
GCF_002441695.1_ASM244169v1_genomic	GCF_900638015.1_54984_A01_genomic	0.1321	0.13193602048619107	78	78
GCF_002441695.1_ASM244169v1_genomic	GCF_902375955.1_MGYG-HGUT-01532_genomic	0.061	0.060971739852184355	72	72
GCF_002835735.1_ASM283573v1_genomic	GCF_000007085.1_ASM708v1_genomic	0.0913	0.09136854946376352	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_000024285.1_ASM2428v1_genomic	0.1057	0.10601933482685229	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_000160055.1_ASM16005v1_genomic	0.0775	0.07763935444462859	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_000183205.1_ASM18320v1_genomic	0.1159	0.11533931827305396	74	74
GCF_002835735.1_ASM283573v1_genomic	GCF_000219125.1_ASM21912v1_genomic	0.0924	0.09244138250677057	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_000245795.1_Fack_lang_CCUG_37842_V1_genomic	0.1243	0.12431772882520785	73	73
GCF_002835735.1_ASM283573v1_genomic	GCF_000301035.1_Fack_homi_CCUG_36813_V1_genomic	0.1224	0.12237058464426208	74	74
GCF_002835735.1_ASM283573v1_genomic	GCF_000331995.1_ASM33199v1_genomic	0.0851	0.08525882851270215	73	73
GCF_002835735.1_ASM283573v1_genomic	GCF_000378385.1_ASM37838v1_genomic	0.1514	0.15181830041551964	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_000394035.1_Ente_phoe_BAA-412_V1_genomic	0.1638	0.16327789343811072	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_000423785.1_ASM42378v1_genomic	0.135	0.13490883260691824	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_000430625.1_ASM43062v1_genomic	0.1824	0.18269394491572308	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_000510645.1_ASM51064v1_genomic	0.1446	0.1448387500463494	78	78
GCF_002835735.1_ASM283573v1_genomic	GCF_000565485.1_Lfabi1.0_genomic	0.121	0.12105838334123609	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_000686645.1_ASM68664v1_genomic	0.0939	0.09418701762306377	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_000732725.1_ASM73272v1_genomic	0.0752	0.07534106296503548	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_000767835.1_ASM76783v1_genomic	0.1256	0.12528105098568104	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_000831645.3_ASM83164v3_genomic	0.1073	0.10750001073414507	75	75
GCF_002835735.1_ASM283573v1_genomic	GCF_001005905.1_ASM100590v1_genomic	0.1692	0.16934431473273592	78	78
GCF_002835735.1_ASM283573v1_genomic	GCF_001187725.1_ASM118772v1_genomic	0.1668	0.167369399493981	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_001311925.1_ASM131192v1_genomic	0.0852	0.0853419074273842	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_001434255.1_ASM143425v1_genomic	0.1109	0.11083942605744836	75	75
GCF_002835735.1_ASM283573v1_genomic	GCF_001435585.1_ASM143558v1_genomic	0.1142	0.11412950072317925	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_001437205.1_ASM143720v1_genomic	0.1185	0.11841599709227801	74	74
GCF_002835735.1_ASM283573v1_genomic	GCF_001507385.1_ASM150738v1_genomic	0.0759	0.07601899084798647	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_001561915.1_ASM156191v1_genomic	0.1809	0.18150318260435724	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_001611555.1_ASM161155v1_genomic	0.093	0.0930870790519149	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_001678845.1_ASM167884v1_genomic	0.0746	0.07472580974675014	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_001721685.1_ASM172168v1_genomic	0.1826	0.18286347012773976	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_001858005.1_ASM185800v1_genomic	0.0675	0.06769712750741713	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_001922405.1_ASM192240v1_genomic	0.1709	0.17097274155967718	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_002003465.1_B157_assembly01_genomic	0.1934	0.19378522548490584	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_002051585.1_ASM205158v1_genomic	0.0888	0.08886609848238596	75	75
GCF_002835735.1_ASM283573v1_genomic	GCF_002207765.1_ASM220776v1_genomic	0.0981	0.09822981751051	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_002250945.2_ASM225094v2_genomic	0.2931	0.2929385619318824	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_002441695.1_ASM244169v1_genomic	0.1152	0.11485571405991926	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_002835735.1_ASM283573v1_genomic	1.0	1.0	78	78
GCF_002835735.1_ASM283573v1_genomic	GCF_002904165.1_ASM290416v1_genomic	0.0816	0.08168176844763297	73	73
GCF_002835735.1_ASM283573v1_genomic	GCF_003003275.1_ASM300327v1_genomic	0.1392	0.13924062588395553	74	74
GCF_002835735.1_ASM283573v1_genomic	GCF_003096635.1_ASM309663v1_genomic	0.0666	0.06672530482188083	75	75
GCF_002835735.1_ASM283573v1_genomic	GCF_003268025.1_ASM326802v1_genomic	0.1518	0.15210373618632883	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_003367905.1_ASM336790v1_genomic	0.0784	0.07835832462870042	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_003475485.1_ASM347548v1_genomic	0.09	0.09011286558313504	75	75
GCF_002835735.1_ASM283573v1_genomic	GCF_003609605.1_ASM360960v1_genomic	0.1598	0.15973993067600706	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_003691585.1_ASM369158v1_genomic	0.0854	0.08527242186851267	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_003856495.1_ASM385649v1_genomic	0.1501	0.15033115948064685	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_003946175.1_ASM394617v1_genomic	0.1191	0.11898842237273279	75	75
GCF_002835735.1_ASM283573v1_genomic	GCF_003946675.1_ASM394667v1_genomic	0.1225	0.1226668813730213	75	75
GCF_002835735.1_ASM283573v1_genomic	GCF_003991425.1_ASM399142v1_genomic	0.1541	0.15430235388052166	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_004011155.1_ASM401115v1_genomic	0.086	0.08596292115264306	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_004340685.1_ASM434068v1_genomic	0.0845	0.08456951300131706	74	74
GCF_002835735.1_ASM283573v1_genomic	GCF_004362975.1_ASM436297v1_genomic	0.0787	0.07886872146349379	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_004785625.2_ASM478562v2_genomic	0.2579	0.25823695831379345	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_005405185.1_ASM540518v1_genomic	0.1114	0.11139887272155306	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_005938195.1_ASM593819v1_genomic	0.1579	0.15796913524846812	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_006770265.1_ASM677026v1_genomic	0.1145	0.11402243233379276	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_007830175.1_ASM783017v1_genomic	0.0838	0.0836847776515477	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_007991515.1_ASM799151v1_genomic	0.2195	0.21987085132758938	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_008304605.1_ASM830460v1_genomic	0.2285	0.2287120150707271	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_009184845.1_ASM918484v1_genomic	0.1201	0.1199406643745468	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_009674805.1_ASM967480v1_genomic	0.3355	0.3356092780623719	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_009730315.1_ASM973031v1_genomic	0.1617	0.16171763473711323	74	74
GCF_002835735.1_ASM283573v1_genomic	GCF_009846885.1_ASM984688v1_genomic	0.1596	0.16000743393884606	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_010509575.1_ASM1050957v1_genomic	0.0613	0.061451114116834966	75	75
GCF_002835735.1_ASM283573v1_genomic	GCF_011421455.1_ASM1142145v1_genomic	0.119	0.11863722578639528	78	78
GCF_002835735.1_ASM283573v1_genomic	GCF_012933555.1_ASM1293355v1_genomic	0.4158	0.41615324690444755	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_013303125.1_ASM1330312v1_genomic	0.2813	0.281923756069337	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_014058685.1_ASM1405868v1_genomic	0.1037	0.10391926785372314	74	74
GCF_002835735.1_ASM283573v1_genomic	GCF_014202695.1_ASM1420269v1_genomic	0.0653	0.06553373242116635	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_014287435.1_ASM1428743v1_genomic	0.0778	0.07801763045208676	74	74
GCF_002835735.1_ASM283573v1_genomic	GCF_014333425.1_ASM1433342v1_genomic	0.0849	0.08492780473725288	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_014502795.1_ASM1450279v1_genomic	0.1004	0.10031069727234534	75	75
GCF_002835735.1_ASM283573v1_genomic	GCF_014642655.1_ASM1464265v1_genomic	0.1984	0.1987198892898124	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_014836425.1_ASM1483642v1_genomic	0.1027	0.10265903558245207	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_015326725.1_ASM1532672v1_genomic	0.3168	0.3174167389058334	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_016127475.1_ASM1612747v1_genomic	0.0739	0.07392875287143989	72	72
GCF_002835735.1_ASM283573v1_genomic	GCF_016651435.1_ASM1665143v1_genomic	0.0711	0.07119403444516925	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_016861765.1_ASM1686176v1_genomic	0.1184	0.11829591650235997	75	75
GCF_002835735.1_ASM283573v1_genomic	GCF_016908595.1_ASM1690859v1_genomic	0.1678	0.1680336173577432	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_017329605.1_ASM1732960v1_genomic	0.1062	0.10649638797744684	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_017874215.1_ASM1787421v1_genomic	0.1464	0.14656406021704424	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_018137985.1_ASM1813798v1_genomic	0.1211	0.12069792853309359	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_018343695.1_ASM1834369v1_genomic	0.3266	0.3270072511551725	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_018835585.1_ASM1883558v1_genomic	0.0925	0.09245689424998231	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_019049135.1_ASM1904913v1_genomic	0.1112	0.1111618366609424	75	75
GCF_002835735.1_ASM283573v1_genomic	GCF_019656055.1_ASM1965605v1_genomic	0.0998	0.09987278568539278	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_020037475.1_ASM2003747v1_genomic	0.3462	0.34689552303217697	69	69
GCF_002835735.1_ASM283573v1_genomic	GCF_020687165.1_ASM2068716v1_genomic	0.0682	0.06829127125305737	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_021166585.1_ASM2116658v1_genomic	0.3255	0.3262804725310286	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_022410535.1_ASM2241053v1_genomic	0.0882	0.08837425835210556	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_022919095.1_ASM2291909v1_genomic	0.2192	0.2196893039272114	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_023497905.1_ASM2349790v1_genomic	0.0855	0.08545381002021417	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_024160875.1_ASM2416087v1_genomic	0.1294	0.1294056291195667	78	78
GCF_002835735.1_ASM283573v1_genomic	GCF_024718525.1_ASM2471852v1_genomic	0.1143	0.11419678382599333	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_025311475.1_ASM2531147v1_genomic	0.1382	0.13815663732725095	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_025567465.1_ASM2556746v1_genomic	0.0781	0.07826489917205852	75	75
GCF_002835735.1_ASM283573v1_genomic	GCF_026797385.1_ASM2679738v1_genomic	0.1552	0.15552027184248687	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_028321995.1_ASM2832199v1_genomic	0.0879	0.08819149712031363	74	74
GCF_002835735.1_ASM283573v1_genomic	GCF_029143285.1_ASM2914328v1_genomic	0.1575	0.15720976196270733	75	75
GCF_002835735.1_ASM283573v1_genomic	GCF_030067835.1_ASM3006783v1_genomic	0.0762	0.07650923461696985	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_030433635.1_ASM3043363v1_genomic	0.1499	0.14993652278589156	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_030814225.1_ASM3081422v1_genomic	0.0943	0.09459735194861274	74	74
GCF_002835735.1_ASM283573v1_genomic	GCF_033253735.1_ASM3325373v1_genomic	0.2535	0.25350212475840106	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_036670025.1_ASM3667002v1_genomic	0.4431	0.4436682060863104	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_900086655.1_PRJEB13948_genomic	0.1579	0.15809817012137733	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_900100785.1_IMG-taxon_2675903225_annotated_assembly_genomic	0.0951	0.09539732647641318	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_900103835.1_IMG-taxon_2667527408_annotated_assembly_genomic	0.0778	0.07800037854661152	73	73
GCF_002835735.1_ASM283573v1_genomic	GCF_900108045.1_IMG-taxon_2599185232_annotated_assembly_genomic	0.0976	0.0979420063356039	75	75
GCF_002835735.1_ASM283573v1_genomic	GCF_900111985.1_IMG-taxon_2634166358_annotated_assembly_genomic	0.0847	0.08477163857620446	75	75
GCF_002835735.1_ASM283573v1_genomic	GCF_900114545.1_IMG-taxon_2597490369_annotated_assembly_genomic	0.0752	0.07543984149568586	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_900129195.1_IMG-taxon_2582580748_annotated_assembly_genomic	0.0981	0.09814906285455241	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_900142105.1_IMG-taxon_2585428153_annotated_assembly_genomic	0.0983	0.09829106877457142	73	73
GCF_002835735.1_ASM283573v1_genomic	GCF_900156875.1_PRJEB18969_genomic	0.4623	0.46256547969554346	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_900176575.1_PRJEB20355_genomic	0.2624	0.2627564849286506	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_900187075.1_50432_F01_genomic	0.1857	0.18586386883934983	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_900240845.1_PRJEB23097_genomic	0.0849	0.08488951472964419	76	76
GCF_002835735.1_ASM283573v1_genomic	GCF_900458435.1_50279_A02_genomic	0.1695	0.16959697474116323	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_900475445.1_42727_F01_genomic	0.125	0.12466224024619549	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_900638015.1_54984_A01_genomic	0.2238	0.22363522635581698	77	77
GCF_002835735.1_ASM283573v1_genomic	GCF_902375955.1_MGYG-HGUT-01532_genomic	0.0816	0.0817298992724797	72	72
GCF_002904165.1_ASM290416v1_genomic	GCF_000007085.1_ASM708v1_genomic	0.0951	0.09522284867628455	73	73
GCF_002904165.1_ASM290416v1_genomic	GCF_000024285.1_ASM2428v1_genomic	0.0794	0.0795323725541904	74	74
GCF_002904165.1_ASM290416v1_genomic	GCF_000160055.1_ASM16005v1_genomic	0.0728	0.07297450798300593	72	72
GCF_002904165.1_ASM290416v1_genomic	GCF_000183205.1_ASM18320v1_genomic	0.0657	0.0657775128915549	71	71
GCF_002904165.1_ASM290416v1_genomic	GCF_000219125.1_ASM21912v1_genomic	0.0787	0.07878153973880339	73	73
GCF_002904165.1_ASM290416v1_genomic	GCF_000245795.1_Fack_lang_CCUG_37842_V1_genomic	0.0607	0.06059954262272502	75	75
GCF_002904165.1_ASM290416v1_genomic	GCF_000301035.1_Fack_homi_CCUG_36813_V1_genomic	0.0601	0.060024509238840076	76	76
GCF_002904165.1_ASM290416v1_genomic	GCF_000331995.1_ASM33199v1_genomic	0.1021	0.10224796445054521	78	78
GCF_002904165.1_ASM290416v1_genomic	GCF_000378385.1_ASM37838v1_genomic	0.0832	0.08339947447197286	73	73
GCF_002904165.1_ASM290416v1_genomic	GCF_000394035.1_Ente_phoe_BAA-412_V1_genomic	0.0688	0.06869542693981409	78	78
GCF_002904165.1_ASM290416v1_genomic	GCF_000423785.1_ASM42378v1_genomic	0.061	0.06102055440091215	78	78
GCF_002904165.1_ASM290416v1_genomic	GCF_000430625.1_ASM43062v1_genomic	0.0896	0.08972420649140073	72	72
GCF_002904165.1_ASM290416v1_genomic	GCF_000510645.1_ASM51064v1_genomic	0.0869	0.08696809556086323	73	73
GCF_002904165.1_ASM290416v1_genomic	GCF_000565485.1_Lfabi1.0_genomic	0.0657	0.06584990439535932	73	73
GCF_002904165.1_ASM290416v1_genomic	GCF_000686645.1_ASM68664v1_genomic	0.085	0.08523319706952566	73	73
GCF_002904165.1_ASM290416v1_genomic	GCF_000732725.1_ASM73272v1_genomic	0.2056	0.20610971645138762	74	74
GCF_002904165.1_ASM290416v1_genomic	GCF_000767835.1_ASM76783v1_genomic	0.0672	0.06728419801182949	73	73
GCF_002904165.1_ASM290416v1_genomic	GCF_000831645.3_ASM83164v3_genomic	0.0643	0.06440015172842772	73	73
GCF_002904165.1_ASM290416v1_genomic	GCF_001005905.1_ASM100590v1_genomic	0.0685	0.06857215592509702	74	74
GCF_002904165.1_ASM290416v1_genomic	GCF_001187725.1_ASM118772v1_genomic	0.0835	0.08372533472727714	74	74
GCF_002904165.1_ASM290416v1_genomic	GCF_001311925.1_ASM131192v1_genomic	0.1325	0.13273221161698928	78	78
GCF_002904165.1_ASM290416v1_genomic	GCF_001434255.1_ASM143425v1_genomic	0.0626	0.06272102913519997	73	73
GCF_002904165.1_ASM290416v1_genomic	GCF_001435585.1_ASM143558v1_genomic	0.0634	0.06344688339744355	74	74
GCF_002904165.1_ASM290416v1_genomic	GCF_001437205.1_ASM143720v1_genomic	0.0685	0.06859777566731122	72	72
GCF_002904165.1_ASM290416v1_genomic	GCF_001507385.1_ASM150738v1_genomic	0.0834	0.08352320113669268	74	74
GCF_002904165.1_ASM290416v1_genomic	GCF_001561915.1_ASM156191v1_genomic	0.0895	0.08993239794075353	73	73
GCF_002904165.1_ASM290416v1_genomic	GCF_001611555.1_ASM161155v1_genomic	0.0786	0.07859699862982082	74	74
GCF_002904165.1_ASM290416v1_genomic	GCF_001678845.1_ASM167884v1_genomic	0.0826	0.08263586311965644	74	74
GCF_002904165.1_ASM290416v1_genomic	GCF_001721685.1_ASM172168v1_genomic	0.0746	0.0747618470199988	74	74
GCF_002904165.1_ASM290416v1_genomic	GCF_001858005.1_ASM185800v1_genomic	0.1601	0.1602473324111128	74	74
GCF_002904165.1_ASM290416v1_genomic	GCF_001922405.1_ASM192240v1_genomic	0.074	0.0741230903742272	74	74
GCF_002904165.1_ASM290416v1_genomic	GCF_002003465.1_B157_assembly01_genomic	0.0865	0.08653143970462271	74	74
GCF_002904165.1_ASM290416v1_genomic	GCF_002051585.1_ASM205158v1_genomic	0.1006	0.10066453441998537	72	72
GCF_002904165.1_ASM290416v1_genomic	GCF_002207765.1_ASM220776v1_genomic	0.0877	0.08804185830099107	72	72
GCF_002904165.1_ASM290416v1_genomic	GCF_002250945.2_ASM225094v2_genomic	0.086	0.0861700829195255	74	74
GCF_002904165.1_ASM290416v1_genomic	GCF_002441695.1_ASM244169v1_genomic	0.062	0.062064533196255815	74	74
GCF_002904165.1_ASM290416v1_genomic	GCF_002835735.1_ASM283573v1_genomic	0.0816	0.08168176844763297	73	73
GCF_002904165.1_ASM290416v1_genomic	GCF_002904165.1_ASM290416v1_genomic	1.0	1.0	80	80
GCF_002904165.1_ASM290416v1_genomic	GCF_003003275.1_ASM300327v1_genomic	0.0632	0.06331330512392244	79	79
GCF_002904165.1_ASM290416v1_genomic	GCF_003096635.1_ASM309663v1_genomic	0.0723	0.07250704877780642	73	73
GCF_002904165.1_ASM290416v1_genomic	GCF_003268025.1_ASM326802v1_genomic	0.0818	0.08192241929754768	73	73
GCF_002904165.1_ASM290416v1_genomic	GCF_003367905.1_ASM336790v1_genomic	0.0731	0.07314369762727863	73	73
GCF_002904165.1_ASM290416v1_genomic	GCF_003475485.1_ASM347548v1_genomic	0.0592	0.05926478673384514	78	78
GCF_002904165.1_ASM290416v1_genomic	GCF_003609605.1_ASM360960v1_genomic	0.0802	0.08029897559337888	73	73
GCF_002904165.1_ASM290416v1_genomic	GCF_003691585.1_ASM369158v1_genomic	0.0805	0.0805433978112463	78	78
GCF_002904165.1_ASM290416v1_genomic	GCF_003856495.1_ASM385649v1_genomic	0.0893	0.0895034251808177	73	73
GCF_002904165.1_ASM290416v1_genomic	GCF_003946175.1_ASM394617v1_genomic	0.0663	0.06642051453157427	73	73
GCF_002904165.1_ASM290416v1_genomic	GCF_003946675.1_ASM394667v1_genomic	0.0651	0.06526792802992769	73	73
GCF_002904165.1_ASM290416v1_genomic	GCF_003991425.1_ASM399142v1_genomic	0.0847	0.08477805018247288	74	74
GCF_002904165.1_ASM290416v1_genomic	GCF_004011155.1_ASM401115v1_genomic	0.1006	0.1007870641933266	77	77
GCF_002904165.1_ASM290416v1_genomic	GCF_004340685.1_ASM434068v1_genomic	0.0717	0.07172655381393282	77	77
GCF_002904165.1_ASM290416v1_genomic	GCF_004362975.1_ASM436297v1_genomic	0.0774	0.0775336043915933	79	79
GCF_002904165.1_ASM290416v1_genomic	GCF_004785625.2_ASM478562v2_genomic	0.0771	0.07715569740106991	74	74
GCF_002904165.1_ASM290416v1_genomic	GCF_005405185.1_ASM540518v1_genomic	0.062	0.06215944472179583	74	74
GCF_002904165.1_ASM290416v1_genomic	GCF_005938195.1_ASM593819v1_genomic	0.0869	0.08705584083893184	73	73
GCF_002904165.1_ASM290416v1_genomic	GCF_006770265.1_ASM677026v1_genomic	0.0615	0.061579072294713225	74	74
